Company,BSE code,NSE code,ISIN,Sector,Industry,Date,Price,1 day change(%),52 Week Low,52 Week High,Market Cap(Cr),Enterprise Value(Cr)
Regent Enterprises Ltd.,512624,,INE769D01016,Financial,Investment Services,2022-06-16,1.67,-4.57,1.55,4.72,5.59,6.05
Rekvina Laboratories Ltd.,526075,,INE092O01028,Healthcare,Drugs & Pharma,2021-12-13,4.5,0,3.6,4.58,2.71,2.77
Relaxo Footwears Ltd.,530517,RELAXO,INE131B01039,Consumer Discretionary,Footwear,2022-06-16,965.3,-2.31,925,"1,448.00","24,081.11","24,264.40"
Reliable Data Services Ltd.,,RELIABLE,INE375Y01018,Technology,Software,2022-06-07,55,-0.18,,,56.76,67.1
Reliable Ventures India Ltd.,532124,,INE419H01019,Services,Hotels,2022-06-16,13.2,-0.38,8.4,22.2,14.59,5.67
Reliance Capital Ltd.,500111,RELCAPITAL,INE013A01015,Financial,Equipment Leasing,2022-06-16,12.85,-3.02,12.1,30.8,324.98,"26,188.34"
Reliance Chemotex Industries Ltd.,503162,RELCHEMQ,INE750D01016,Textiles,Cotton & Blended Yarn,2022-06-16,192.55,-7.91,171.5,360,148.38,219.98
Reliance Communications Ltd.,532712,RCOM,INE330H01018,Communication,Telecom Services,2022-06-16,2.3,-2.13,2.2,5.49,638.84,"45,402.67"
Reliance Home Finance Ltd.,540709,RHFL,INE217K01011,Financial,Housing Finance,2022-06-16,3.15,-4.55,2.9,6.9,152.79,"9,907.18"
Reliance Industrial Infrastructure Ltd.,523445,RIIL,INE046A01015,Construction,Infrastructure,2022-06-16,840.5,-5.79,578.95,"1,202.90","1,275.12","1,304.75"
Reliance Industries Ltd.,500325,RELIANCE,INE002A01018,Energy,Oil Refineries & Marketing,2022-06-16,"2,560.00",-1.4,"2,016.25","2,856.15","17,33,447.67","18,38,623.02"
Reliance Infrastructure Ltd.,500390,RELINFRA,INE036A01016,Capital Goods,Power Projects,2022-06-16,95.4,-0.1,58,150,"2,487.89","13,915.87"
Reliance Naval and Engineering Ltd.,533107,RNAVAL,INE542F01012,Capital Goods,Ship Building,2022-06-16,3.15,5,2.65,7.15,233.82,"13,106.59"
Reliance Power Ltd.,532939,RPOWER,INE614G01033,Energy,Electricity Generation,2022-06-16,12.05,-4.74,9.2,19.25,"4,093.75","26,754.53"
Relicab Cable Manufacturing Ltd,539760,,INE773T01014,Capital Goods,Wires & cables,2022-06-13,58.65,10.66,22.1,58.65,34.03,40.87
Relic Technologies Ltd.,511712,,INE452B01013,Financial,Brokerage Services,2022-06-16,16.9,0.3,9.95,31.3,6.08,3.18
Religare Enterprises Ltd.,532915,RELIGARE,INE621H01010,Financial,Misc. Fin.services,2022-06-16,124.15,-6.86,97.65,194.8,"3,899.24","4,437.67"
Remedium Lifecare Ltd.,539561,,INE549S01010,Consumer Discretionary,Bicycles,2022-06-16,138.65,0.51,100.5,165.15,49.93,59.35
Remi Edelstahl Tubulars Ltd,513043,,INE158G01015,Metals & Mining,Steel Tubes & Pipes,2022-06-16,32.25,-1.68,17.85,48.45,35.42,65.29
Remi Securities Ltd.,511149,,INE592J01019,Financial,Hire Purchase,2021-08-25,15.41,4.97,13.56,15.41,3.08,1.76
Remsons Industries Ltd.,530919,REMSONSIND,INE474C01015,Automobile,Auto Ancillaries,2022-06-16,203.95,0.52,157.4,314.7,116.41,177.47
Renaissance Global Ltd.,532923,RGL,INE722H01016,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-16,588.75,-2.05,530,"1,090.90","1,071.50","1,448.21"
Repco Home Finance Ltd.,535322,REPCOHOME,INE612J01015,Financial,Housing Finance,2022-06-16,124.85,-0.83,123.8,399.45,785.15,"10,530.36"
Repro India Ltd.,532687,REPRO,INE461B01014,Consumer Staples,Books & Newspapers,2022-06-16,361.05,-0.04,343.05,679.2,448.87,560.75
Resonance Specialties Ltd.,524218,,INE486D01017,Healthcare,Drugs & Pharma,2022-06-16,139.3,-1.66,125.5,254.95,160.23,157.98
Response Informatics Ltd.,538273,,INE401B01010,Technology,Software,2022-06-13,15.73,4.94,8.34,15.73,11.76,11.9
Responsive Industries Ltd.,505509,RESPONIND,INE688D01026,Materials,Other Plastic Products,2022-06-16,117.3,-1.3,90.3,215,"3,170.92","3,315.25"
Restaurant Brands Asia Ltd.,543248,RBA,INE07T201019,Services,Restaurants,2022-06-16,103.45,-1.48,86.5,189.95,"5,142.47","4,841.56"
Restile Ceramics Ltd.,515085,,INE298E01022,Materials,Ceramic tiles,2022-06-16,3.04,-1.62,2.44,5.19,29.88,69.54
Retro Green Revolution Ltd.,519191,,INE601N01010,Consumer Staples,Tea & Coffee,2022-06-16,10.74,1.51,9.55,33.85,5.15,5.12
Revathi Equipment Ltd.,505368,REVATHI,INE617A01013,Capital Goods,Machine Tools,2022-06-16,635.4,-9.33,517.1,958.8,197.74,220.43
Rexnord Electronics & Controls Ltd.,531888,,INE687C01012,Capital Goods,Electronic Equipment,2022-06-16,61.9,-3.28,40.2,93,64.84,67.44
REX Pipes and Cables Industries Ltd.,,REXPIPES,INE00D001018,Materials,Plastic Tubes & Pipes,2022-06-16,35.55,-0.28,,,32.16,51.28
RGF Capital Markets Ltd.,539669,,INE684D01025,Financial,Misc. Fin.services,2021-12-06,0.76,0,0.63,1.57,11.4,10.17
RHI Magnesita India Ltd.,534076,RHIM,INE743M01012,Capital Goods,Refractories,2022-06-16,500,-1.06,293.1,675,"8,071.55","8,022.64"
Riba Textiles Ltd.,531952,,INE811H01017,Textiles,Misc.Textiles,2022-06-16,37.3,-2.36,34,62.45,36.01,91.29
Richa Industries Ltd.,532766,,INE516H01012,Textiles,Cotton & Blended Yarn,2022-06-13,2.96,4.96,1.2,7.12,6.94,351.02
Richa Info Systems Ltd.,,RICHA,INE0J1P01015,Capital Goods,Electronic Components,2022-06-14,70,18.24,,,17.01,19.85
Richfield Financial Services Ltd.,539435,,INE201C01012,Financial,Misc. Fin.services,2021-11-30,8.31,0,7.2,8.31,3.12,3.08
Richirich Inventures Ltd.,519230,,INE102C01020,Services,Trading,2022-06-16,3.45,-3.9,1.86,6.11,1.68,1.46
Rich Universe Network Ltd.,530271,,INE652D01014,Financial,Misc. Fin.services,2022-06-16,6.7,-2.76,4.21,14.78,4.61,6.54
Rico Auto Industries Ltd.,520008,RICOAUTO,INE209B01025,Automobile,Auto Ancillaries,2022-06-16,36.95,-5.86,31.3,62.4,503.94,"1,051.38"
Riddhi Corporate Services Ltd.,540590,,INE325X01015,Services,Business Services,2022-05-06,130,0,126.8,168,147.88,149.95
Riddhi-Siddhi Gluco Biols Ltd.,524480,,INE249D01019,Consumer Staples,Starches,2022-06-16,340.05,-2.05,310,518.7,242.45,470.41
Riddhi Steel & Tube Ltd.,540082,,INE367U01013,Metals & Mining,Steel Tubes & Pipes,2022-06-01,28.15,-14.57,17.8,39.25,23.34,128.1
Ridhi Synthetic Traders Ltd.,504365,,INE07LK01010,Financial,Investment Services,2022-03-21,4.11,4.85,3.57,4.11,0.49,-10.08
Ridings Consulting Engineers India Ltd.,541151,,INE314Z01014,Construction,Construction,2022-05-19,5.31,-10,3.03,8.72,6.61,16.91
Riga Sugar Company Ltd.,507508,,INE909C01010,Consumer Staples,Sugar,2022-06-16,8.36,-4.78,5.87,14.38,12.98,110.7
RISA International Ltd.,530251,,INE001O01029,Services,Trading,2022-06-13,0.95,-5,0.3,1.33,15.15,15.02
Rishabh Digha Steel & Allied Products Ltd.,531539,,INE864D01015,Metals & Mining,Stainless Steel,2022-06-16,24.8,-4.98,18.4,35.25,13.66,13.23
Rishab Special Yarns Ltd.,514177,,,Textiles,Textile Processing,2022-06-15,14.73,4.99,11,14.73,5.24,6.05
Rishi Laser Ltd.,526861,,INE988D01012,Capital Goods,Machine Tools,2022-06-16,16,-1.23,12.25,23,14.71,24.5
Rishiroop Ltd,526492,,INE582D01013,Materials,Rubber & Rubber Products,2022-06-16,96,-2.74,92,180,87.51,72.51
Rishi Techtex Ltd.,523021,RISHIPACK,INE989D01010,Materials,Packaging & Containers,2022-06-16,24.55,6.74,21.5,41.45,17,38.26
Rita Finance And Leasing Ltd.,543256,,INE018S01016,Financial,Misc. Fin.services,2022-06-16,23.1,-4.94,10,31.4,24.2,24.99
Ritco Logistics Ltd.,542383,RITCO,INE01EG01016,Services,Logistics,2022-06-16,128.85,-6.8,113.75,160.7,318.44,443.89
Ritesh International Ltd.,519097,,INE534D01014,Diversified,Diversified,2022-06-16,50.65,-4.97,26.75,55.95,44.43,49.36
Ritesh Properties & Industries Ltd,526407,,INE299D01014,Textiles,Readymade Garments,2022-06-16,359,-0.62,66,535,917.67,925.15
Rites Ltd.,541556,RITES,INE320J01015,Construction,Infrastructure,2022-06-16,233.1,-2.39,232,318,"5,619.46","2,288.39"
Rithwik Facility Management Services Ltd.,540843,,INE819Y01015,Construction,Construction,2022-06-01,55.1,0,52.05,78,16.86,15.67
RJ Bio-Tech Ltd.,536456,,INE594O01015,Consumer Staples,Other Agriculture Products,2022-06-14,8.25,-0.48,5.12,11.95,7.81,48.05
RJ Shah & Company Ltd.,509845,,INE712Z01019,Construction,Infrastructure,2022-05-24,428.4,5,329.3,813,12,-17.36
RKD Agri & Retail Ltd.,511169,,INE552N01023,Financial,Equipment Leasing,2022-01-17,3.75,0,3.33,3.75,1.8,5.39
RKEC Projects Ltd.,,RKEC,INE786W01010,Construction,Construction,2022-06-16,40.7,-6,,,98.48,176.5
RLF Ltd.,512618,,INE629C01014,Textiles,Misc.Textiles,2022-06-16,5.26,-4.88,3.18,13.36,5.25,9.34
RMC Switchgears Ltd.,540358,,INE655V01019,Capital Goods,Switching Equipment,2022-06-09,30.05,-8.8,15.5,53,18.31,57
RM Drip and Sprinklers System Ltd.,,RMDRIP,INE219Y01018,Capital Goods,Irrigation,2022-06-15,15.7,1.95,,,10.17,17.97
Rodium Realty Ltd.,531822,,INE513E01024,Construction,Real Estate,2022-06-16,60.9,1.16,42.65,84.85,19.78,92.7
Rohit Ferro Tech Ltd.,532731,ROHITFERRO,INE248H01012,Metals & Mining,Ferro Alloys,2022-04-07,28.55,-4.99,1.3,59.15,355.3,"2,985.41"
RO Jewels Ltd.,543171,,INE0BDU01010,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-05-31,33.25,296.83,4.04,33.25,9.42,8.09
Rolex Rings Ltd.,543325,ROLEXRINGS,INE645S01016,Capital Goods,Ball Bearings,2022-06-16,"1,407.85",0.35,994.8,"1,624.65","3,861.55","4,067.40"
Rollatainers Ltd.,502448,ROLLT,INE927A01040,Materials,Paper Products,2022-06-16,1.45,-3.33,1.4,4.61,36.27,61.74
Rolta India Ltd.,500366,ROLTA,INE293A01013,Technology,Software,2022-06-16,4.15,-4.6,4.05,10.12,69.67,"8,887.03"
Roni Households Ltd.,542145,,INE02AP01013,Materials,Other Plastic Products,2022-06-16,105,-0.14,69,108.5,45.53,52.91
Roopa Industries Ltd.,530991,,INE443C01010,Healthcare,Drugs & Pharma,2022-06-16,29.5,1.72,12.9,38.9,23.2,35.27
Roopshri Resorts Ltd.,542599,,INE03WT01017,Services,Hotels,2022-03-04,23,0,20.3,23,11.06,9.34
Roselabs Finance Ltd.,531324,,INE475C01012,Financial,Investment Services,2022-06-16,15.75,1.94,11.6,34.45,15.85,19.97
Rose Merc. Ltd.,512115,,INE649C01012,Services,Trading,2022-06-16,19.01,4.97,3.55,19.01,1.89,4.13
Rossari Biotech Ltd.,543213,ROSSARI,INE02A801020,Chemicals,Misc.Chem.,2022-06-16,849.25,-0.79,830,"1,620.60","4,668.78","4,637.50"
Rossell India Ltd.,533168,ROSSELLIND,INE847C01020,Consumer Staples,Tea & Coffee,2022-06-16,163,-5.56,114.5,226.25,609.16,807.46
Rotographics (India) Ltd.,539922,,INE364S01014,Services,Trading,2022-05-30,21.85,0,12,21.85,7.87,7.89
Roto Pumps Ltd.,517500,,INE535D01029,Energy,Oil & Gas Exploration,2022-06-16,454.6,-2.81,186.35,515,718.14,711.37
Route Mobile Ltd.,543228,ROUTE,INE450U01017,Technology,Software,2022-06-16,"1,234.75",-2.78,"1,065.00","2,389.00","7,861.22","7,536.36"
Royal Cushion Vinyl Products Ltd.,526193,ROYALCUSHN,INE618A01011,Materials,Other Plastic Products,2022-06-16,9.89,4.55,6.64,14.58,11.93,344.26
Royale Manor Hotels & Industries Ltd.,526640,,INE008C01011,Services,Hotels,2022-06-16,23.95,3.46,18,32,42.92,50.69
Royal India Corporation Ltd.,512047,,INE510H01015,Financial,Hire Purchase,2022-06-16,2.67,4.71,1.25,5.49,6.19,123.99
Royal Orchid Hotels Ltd,532699,ROHLTD,INE283H01019,Services,Hotels,2022-06-16,125.35,-4.35,66.85,154.85,347.34,425.75
RPG Life Sciences Ltd.,532983,RPGLIFE,INE105J01010,Healthcare,Drugs & Pharma,2022-06-16,514.3,-1.44,431.15,752.45,845.14,824.61
RPP Infra Projects Ltd.,533284,RPPINFRA,INE324L01013,Construction,Infrastructure,2022-06-16,33.8,-0.88,32.1,78.75,125.2,134.26
RPSG Ventures Ltd.,542333,RPSGVENT,INE425Y01011,Services,BPO Services,2022-06-16,515.65,-3.16,460,"1,147.15","1,374.70","2,147.90"
RR Financial Consultants Ltd.,511626,,INE229D01011,Financial,Hire Purchase,2021-06-28,17.1,-5,5.8,23,18.91,23.5
RRIL Ltd.,531307,,INE951M01037,Capital Goods,Textile Machinery,2022-06-16,12.88,-4.94,10.05,18.3,162.06,174.97
RR Metalmakers India Ltd.,531667,,INE117K01013,Services,Trading,2022-06-16,37.4,-0.27,22.05,72.35,29.21,46.43
RR Securities Ltd.,530917,,INE474H01014,Financial,Misc. Fin.services,2022-05-18,3.6,4.96,2.25,3.6,1.09,1.14
RSC International Ltd.,530179,,INE015F01019,Textiles,Synthetic Fabrics,2022-06-07,8.97,0,3.3,9.49,5.16,5.41
RSD Finance Ltd.,539875,,INE616F01022,Financial,Misc. Fin.services,2022-06-16,113.75,-4.97,30.25,160.2,147.65,119.25
RS Software (India) Ltd.,517447,RSSOFTWARE,INE165B01029,Technology,Software,2022-06-16,24.5,-4.11,24.4,52,63.5,57.37
RSWM Ltd.,500350,RSWM,INE611A01016,Textiles,Cotton & Blended Yarn,2022-06-16,367.05,-2.69,251.35,573.75,861.96,"1,803.93"
R Systems International Ltd,532735,RSYSTEMS,INE411H01032,Technology,Software,2022-06-16,209.05,-5.49,135.65,354.95,"2,466.63","2,366.09"
RTCL Ltd.,531552,,INE754B01012,Construction,Construction,2022-06-16,11.53,-0.26,6.11,27.91,13.84,15.58
RT Exports Ltd.,512565,,INE581D01015,Consumer Staples,Other Agriculture Products,2022-06-16,7.88,0,2.36,7.88,3.43,18.92
RTS Power Corporation Ltd.,531215,,INE005C01017,Capital Goods,Transformers,2022-06-16,55.85,-0.89,47.2,96.2,49.6,54.66
Rubfila International Ltd.,500367,RUBFILINTL,INE642C01025,Materials,Rubber & Rubber Products,2022-06-16,78.5,-2.3,77.05,129,432.24,424.54
Rubra Medicaments Ltd.,531099,,INE396H01019,Healthcare,Drugs & Pharma,2022-04-25,4.3,-4.87,1.97,4.52,2.35,1.84
Ruby Mills Ltd.,503169,RUBYMILLS,INE301D01026,Textiles,Cloth,2022-06-16,366.05,-5.05,211.55,510,619.39,981.66
Ruchi Infrastructure Ltd.,509020,RUCHINFRA,INE413B01023,Construction,Infrastructure,2022-06-16,8.25,-2.94,6.3,14.74,167.07,318.54
Ruchira Papers Ltd.,532785,RUCHIRA,INE803H01014,Consumer Staples,Paper,2022-06-16,94.2,-5.18,69.7,134,240.58,325.67
Ruchi Soya Industries Ltd.,500368,RUCHI,INE619A01035,Consumer Staples,Soyabean Prod.,2022-06-16,"1,000.20",-4.9,700.05,"1,252.00","36,212.16","41,373.74"
Rudrabhishek Enterprises Ltd.,,REPL,INE364Z01019,Construction,Construction,2022-06-16,166.5,-1.91,,,292.91,287.76
Rudra Global Infra Products Ltd.,539226,,INE027T01015,Metals & Mining,Steel Tubes & Pipes,2022-06-16,32.15,-3.02,25.65,55.05,81.28,256.91
Rungta Irrigation Ltd.,530449,,INE347C01013,Materials,Plastic Tubes & Pipes,2022-06-15,30.6,2,18.95,34.75,27.1,42.53
Rupa & Company Ltd.,533552,RUPA,INE895B01021,Textiles,Readymade Garments,2022-06-16,330.8,-5.59,317.6,585.85,"2,546.77","2,813.59"
Rushil Decor Ltd.,533470,RUSHIL,INE573K01017,Materials,Wood,2022-06-16,387.7,-2.81,230.5,601.65,776.03,"1,162.60"
Ruttonsha International Rectifier Ltd.,517035,,INE302D01016,Capital Goods,Electronic Components,2022-06-16,201.9,-1.15,45.6,568.65,135.67,144.75
SAB Events & Governance Now Media Ltd.,540081,SABEVENTS,INE860T01019,Services,Media & Entertainment,2022-06-16,10.6,4.95,1.75,23.25,11.24,11.95
SAB Industries Ltd,539112,,INE137M01017,Construction,Construction,2022-06-16,81.9,-9.45,36.4,145.2,126.55,169.66
Saboo Brothers Ltd.,530267,,INE021N01011,Capital Goods,Industrial Machinery,2022-06-15,19,-3.31,6.87,27.05,11.58,11.57
Saboo Sodium Chloro Ltd.,530461,,INE440C01016,Consumer Staples,Other Agriculture Products,2022-06-16,15.5,-4.32,5.81,24.23,70.06,95.78
Sabrimala Industries India Ltd.,540132,,INE400R01018,Capital Goods,Electronic Equipment,2022-06-13,3.24,4.85,2.49,4,2.82,1.99
Sacheta Metals Ltd.,531869,,INE433G01012,Metals & Mining,Aluminium Prod.,2022-06-16,21.5,-3.15,14.4,56.4,41.7,44.66
Sadbhav Engineering Ltd.,532710,SADBHAV,INE226H01026,Construction,Construction,2022-06-16,16.1,-7.2,14,96.5,254.78,"7,270.98"
Sadbhav Infrastructure Project Ltd.,539346,SADBHIN,INE764L01010,Construction,Infrastructure,2022-06-16,7.65,-4.97,7.65,41.6,271.21,"6,552.24"
Sadhana Nitro Chem Ltd.,506642,,INE888C01040,Chemicals,Organic Chemicals,2022-06-16,122.7,-3.46,31.6,168.8,"2,406.10","2,551.99"
Sadhna Broadcast Ltd.,540821,,INE994R01028,Services,Media & Entertainment,2022-06-16,10.95,4.78,0.97,11.15,101.77,102.39
Safari Industries (India) Ltd.,523025,SAFARI,INE429E01023,Materials,Packaging & Containers,2022-06-16,901.6,-0.41,642.25,"1,051.05","2,024.26","2,023.96"
Saffron Industries Ltd.,531436,,INE474D01013,Consumer Staples,Paper,2022-06-15,7,0,2.58,8.03,5.03,22.1
Sagar Cements Ltd.,502090,SAGCEM,INE229C01021,Materials,Cement,2022-06-16,170.75,-13.37,170,319,"2,229.22","3,906.45"
Sagardeep Alloys Ltd.,,SAGARDEEP,INE976T01013,Metals & Mining,Steel Tubes & Pipes,2022-06-16,29.55,-0.67,,,50.4,57.23
Sagar Diamonds Ltd.,540715,,INE146Y01013,Consumer Discretionary,"Gems, Jewellery & Accessories",2022-06-16,41.6,-9.47,21.65,68.9,52.66,55.66
Sagar Productions Ltd.,532092,,INE807D01030,Financial,Hire Purchase,2022-06-14,3.05,-4.98,2.06,4.07,12.24,12.19
Sagarsoft (India) Ltd.,540143,,INE184B01012,Technology,Software,2022-06-16,162.05,-0.03,140,302,101.25,82.95
Sagar Systech Ltd.,511254,,INE771Z01015,Financial,Hire Purchase,2022-06-16,61.75,,61.75,61.75,1.98,
Sahara Housingfina Corporation Ltd.,511533,,INE135C01012,Financial,Housing Finance,2022-06-16,36.25,-2.68,36.25,59,25.97,68.38
Sahara One Media & Entertainment Ltd.,503691,,INE479B01016,Services,Media & Entertainment,2022-06-13,24,0,22.4,40.8,51.66,49.47
Sahyadri Industries Ltd.,532841,,INE280H01015,Materials,Cement & Asbestos Products,2022-06-16,404.45,-3.7,397,885,390.97,396.23
Saianand Commercial Ltd.,512097,,INE092G01016,Services,Trading,2022-06-16,10.14,4.97,8.77,10.14,11.52,19.12
Sai Baba Investment And Commercial Enterprises Ltd.,538557,,INE706P01038,Services,Trading,2021-12-06,1.4,4.48,1.19,3.15,1.58,1.55
Sai Capital Ltd.,531931,,INE531X01018,Financial,Hire Purchase,2022-06-16,116.7,-4.97,16.9,237,33.6,-4.51
Sainik Finance & Industries Ltd.,530265,,INE584B01013,Financial,Investment Services,2022-06-16,33.3,-0.15,17.05,40.65,36.23,198.59
Saint-Gobain Sekurit India Ltd.,515043,,INE068B01017,Materials,Glass & Glassware,2022-06-16,73.6,-4.54,57.05,108.8,669.63,603.56
Sakar Healthcare Ltd.,,SAKAR,INE732S01012,Healthcare,Drugs & Pharma,2022-06-16,169.4,2.51,,,292.03,325.39
Saksoft Ltd.,590051,SAKSOFT,INE667G01015,Technology,Software,2022-06-16,805.65,-5.22,471,"1,175.00",854.24,823.79
Sakthi Finance Ltd.,511066,SAKTHIFIN,INE302E01014,Financial,Hire Purchase,2022-06-16,22.5,-3.85,14.55,32.5,148.82,"1,151.21"
Sakthi Sugars Ltd.,507315,SAKHTISUG,INE623A01011,Consumer Staples,Sugar,2022-06-16,15.55,-7.72,13.3,22.95,184.81,"1,112.65"
Sakuma Exports Ltd.,532713,SAKUMA,INE190H01024,Services,Trading,2022-06-16,14.6,-6.41,8.75,20.2,344.8,355.37
Salasar Exteriors & Contour Ltd.,,SECL,INE00Y701018,Construction,Construction,2022-06-16,134,3.24,,,101.59,120.77
Salasar Techno Engineering Ltd.,540642,SALASAR,INE170V01019,Capital Goods,Power Projects,2022-06-16,248.2,-2.7,207.05,372,704.26,911.84
Sal Automotive Ltd.,539353,,INE724G01014,Automobile,Auto Ancillaries,2022-06-16,162.9,5.4,150,298.95,39.07,33.85
Salem Erode Investments Ltd.,540181,,INE894E01028,Financial,Misc. Fin.services,2022-06-16,48.45,1.57,4.21,122.45,56.12,53.85
Salguti Industries Ltd.,526554,,INE159C01012,Materials,Packaging & Containers,2022-06-07,21.45,-0.23,9.25,26.4,16.17,54.7
Salona Cotspin Ltd.,590056,SALONA,INE498E01010,Textiles,Cotton & Blended Yarn,2022-06-16,225.7,-5.11,135.2,372,118.4,202.51
Salora International Ltd.,500370,SALORAINTL,INE924A01013,Consumer Discretionary,Consumer Electronics,2022-06-16,39.95,8.86,32.1,56.9,35.19,100.55
SAL Steel Ltd.,532604,SALSTEEL,INE658G01014,Metals & Mining,Sponge Iron,2022-06-16,8.5,-2.86,5.35,17.6,72.99,219.7
Salzer Electronics Ltd.,517059,SALZERELEC,INE457F01013,Capital Goods,Electronic Components,2022-06-16,172.8,-2.89,138.1,264.3,275.06,470.67
Sambandam Spinning Mills Ltd.,521240,SAMBANDAM,INE304D01012,Textiles,Cotton & Blended Yarn,2022-06-16,177,0.06,153.4,295,73.35,167.1
Sambhaav Media Ltd.,511630,SAMBHAAV,INE699B01027,Services,Publishing,2022-06-16,3.45,-6.76,2.6,7.77,66.89,80.67
Sam Industries Ltd.,532005,SAMINDUS,INE653D01012,Financial,Hire Purchase,2022-06-16,23.45,0,15.81,64.9,26,25.64
Samkrg Pistons & Rings Ltd.,520075,,INE706B01012,Automobile,Auto Ancillaries,2022-06-16,136.45,0.22,133,252,131.74,137.17
Samor Reality Ltd.,543376,,INE0GD201014,Construction,Real Estate,2022-06-16,62.2,-0.48,51.55,82.7,26.75,32.62
Sampre Nutritions Ltd.,530617,,INE375C01014,Consumer Staples,Cocoa prod.& Confectionery,2022-06-16,37.15,-4.5,13.9,44.3,17.91,39.87
Samrat Forgings Ltd.,543229,,INE412J01010,Metals & Mining,Castings & Forgings,2022-06-06,90,-4.51,86.65,205,45,86.49
Samrat Pharmachem Ltd.,530125,,INE103E01016,Healthcare,Drugs & Pharma,2022-06-16,425.65,0.48,170,578,125.13,137.13
Samtex Fashions Ltd.,521206,,INE931D01020,Textiles,Readymade Garments,2022-06-16,3.68,-3.66,0.82,10.04,27.42,590.11
Samyak International Ltd.,530025,,INE607G01011,Services,Trading,2022-06-10,20.2,0,15.2,25.75,12.62,23.56
Sanathnagar Enterprises Ltd.,509423,BAKELHYLAM,INE367E01033,Construction,Real Estate,2022-06-16,15.65,-3.1,13.84,54.6,4.93,21.12
Sanblue Corporation Ltd.,521222,,INE602D01027,Textiles,Cloth,2022-06-16,33,0,12,39.9,16.5,16.54
Sanco Industries Ltd.,,SANCO,,Materials,Plastic Tubes & Pipes,2022-06-16,11.3,-4.64,,,14.78,72.48
Sanco Trans Ltd.,523116,,INE391G01012,Services,Logistics,2022-06-16,714,0.26,241,"1,158.00",131.93,145.18
Sandesh Ltd.,526725,SANDESH,INE583B01015,Consumer Staples,Books & Newspapers,2022-06-16,690.6,-2.64,644.1,"1,084.70",529.94,234.78
Sandhar Technologies Ltd.,541163,SANDHAR,INE278H01035,Automobile,Auto Ancillaries,2022-06-16,233.05,-1.1,201,333,"1,397.33","1,624.50"
Sandu Pharmaceuticals Ltd.,524703,,INE751D01014,Healthcare,Drugs & Pharma,2022-06-16,64,-2.81,43.35,86,55.86,46.38
Sandur Manganese & Iron Ores Ltd.,504918,,INE149K01016,Metals & Mining,Minerals,2022-06-16,"2,579.70",-6.32,"1,541.00","5,075.00","2,332.40","2,423.41"
Sangal Papers Ltd.,516096,,INE384D01022,Consumer Staples,Paper,2022-06-16,86.05,-2.22,68.5,137.15,11.24,30.02
Sangam (India) Ltd.,514234,SANGAMIND,INE495C01010,Textiles,Cotton & Blended Yarn,2022-06-16,269.75,-2.69,101,423.4,"1,181.50","1,783.05"
Sanghi Corporate Services Ltd.,511640,,INE998M01012,Financial,Hire Purchase,2021-08-02,4.9,-2,4.9,5.23,1.47,3.29
Sanghi Industries Ltd.,526521,SANGHIIND,INE999B01013,Materials,Cement,2022-06-16,34.35,-4.05,34,84.9,860.93,"2,259.36"
Sanghvi Brands Ltd.,540782,,INE204Y01010,Services,Fitness & Wellness,2022-06-16,15.4,3.36,5.89,20.3,16.04,12.49
Sanghvi Movers Ltd.,530073,SANGHVIMOV,INE989A01024,Construction,Construction,2022-06-16,202.9,-6.35,169,262.7,874.42,"1,120.89"
Sanginita Chemicals Ltd.,,SANGINITA,INE753W01010,Chemicals,Misc.Chem.,2022-06-16,19.25,-2.78,,,34.62,63.13
Sanjivani Paranteral Ltd.,531569,,INE860D01013,Healthcare,Drugs & Pharma,2022-06-16,46.5,-4.52,11.76,71.45,47.49,94.57
Sankhya Infotech Ltd.,532972,,INE877A01013,Technology,Software,2022-06-13,11.25,-4.98,4.31,20.7,16.42,46.47
Sanmit Infra Ltd.,532435,,INE799C01023,Energy,Crude Oil & Natural Gas,2022-06-16,408.55,-0.52,103.5,441,646.25,652.32
Sanofi India Ltd.,500674,SANOFI,INE058A01010,Healthcare,Drugs & Pharma,2022-06-16,"6,480.70",-2.23,"6,351.00","9,300.00","14,974.97","13,772.66"
Sanrhea Technical Textiles Ltd.,514280,,INE589J01015,Textiles,Cloth,2022-06-16,94.25,2.5,12.72,125.75,37.58,50.87
Sansera Engineering Ltd.,543358,SANSERA,INE953O01021,Automobile,Auto Ancillaries,2022-06-16,672.1,-1.14,548.55,889.8,"3,495.56","4,057.85"
Santosh Fine-Fab Ltd.,530035,,INE612D01018,Textiles,Cloth,2022-06-14,13.5,-4.59,7.3,17.37,4.76,8.85
Sanwaria Consumer Ltd.,519260,SANWARIA,INE890C01046,Consumer Staples,Soyabean Prod.,2022-06-16,0.85,-5.56,0.6,2.03,64.04,963
Sapphire Foods India Ltd.,543397,SAPPHIRE,INE806T01012,Services,Restaurants,2022-06-16,969.15,-0.28,909,"1,540.00","6,148.06","6,166.02"
Saptarishi Agro Industries Ltd.,519238,,INE233P01017,Consumer Staples,Other Agriculture Products,2022-04-20,14.2,1.21,8.36,14.51,48.26,48.5
Saraswati Commercial (India) Ltd.,512020,,INE967G01019,Financial,Hire Purchase,2022-06-16,"2,510.00",-0.2,"1,700.00","4,099.95",257.48,263.86
